ticker,year,quarter,is_annual,revenue,cogs,net_profit,ar_end,inv_end,ap_end,total_assets_end,total_equity_end,NPM,ROA,ROE,DSO,DIO,DPO,CCC,rev_low,balance_ok,source
SHR,2568,Q1,False,2649.224,1582.956,175.544,502.606,223.595,865.016,36612.798,16235.452,0.0663,0.0048,0.0109,16.6185,12.9589,52.3113,-22.7338,,True,Q1_FS.xls
SHR,2568,Q2,False,2431.997,1528.045,24.22,331.082,220.973,819.563,35934.539,15859.504,0.01,0.0007,0.0015,15.5974,13.2377,50.1611,-21.3259,,True,Q2_FS.xls
SHR,2568,Q3,False,2604.449,1544.681,128.587,361.827,231.174,807.788,35409.916,15649.4,0.0494,0.0036,0.0082,12.2382,13.4648,48.4619,-22.7589,,True,Q3_FS.xls
SHR,2568,Q4,False,2725.5033,1623.9576,-1914.3989,406.2581,244.4322,1009.863,33003.4116,13373.2173,-0.7024,-0.056,-0.1319,12.9634,13.472,51.4865,-25.0511,,,
VRANDA,2564,Q1,False,356.129,111.345,-34.673,25.334,20.845,180.669,5081.931,2034.573,-0.0974,-0.0066,-0.0169,7.3149,17.6617,178.4663,-153.4896,,True,Q1_FS.xlsx
VRANDA,2564,Q2,False,314.481,89.117,-35.359,26.575,21.035,176.007,4908.636,1967.246,-0.1124,-0.0071,-0.0177,7.5103,21.3825,182.1062,-153.2134,,True,Q2_FS.xlsx
VRANDA,2564,Q3,False,239.763,90.499,-49.808,34.836,20.024,174.968,4850.744,1917.438,-0.2077,-0.0102,-0.0256,11.7821,20.87,178.3981,-145.746,,True,Q3_FS.xlsx
VRANDA,2564,Q4,False,397.0995,142.7711,12.5906,42.6836,18.876,184.9125,4795.433,1930.0283,0.0317,0.0026,0.0065,8.9799,12.5333,115.9514,-94.4382,,,
VRANDA,2565,Q1,False,306.885,130.674,-21.359,36.444,17.516,163.586,4707.634,1908.669,-0.0696,-0.0045,-0.0111,11.6029,12.5323,120.0121,-95.8769,,True,Q1_FS.xlsx
VRANDA,2565,Q2,False,323.864,152.008,1.719,40.884,17.115,166.155,4631.572,1910.388,0.0053,0.0004,0.0009,10.8639,10.366,98.7002,-77.4703,,True,Q2_FS.xlsx
VRANDA,2565,Q3,False,329.927,166.305,2.03,39.706,17.758,161.027,4558.176,1912.418,0.0062,0.0004,0.0011,11.2362,9.6459,90.4986,-69.6165,,True,Q3_FS.xlsx
VRANDA,2565,Q4,False,405.1436,190.5591,18.7222,52.7419,19.8723,196.3301,4740.7028,1931.1405,0.0462,0.004,0.0097,10.4965,9.0838,86.2642,-66.6839,,,
VRANDA,2566,Q1,False,382.669,180.764,7.072,43.357,18.562,185.14,4656.829,1938.213,0.0185,0.0015,0.0037,11.3008,9.5679,94.9644,-74.0958,,True,Q1_FS.xlsx
VRANDA,2566,Q2,False,315.369,175.78,-14.771,37.041,18.568,185.093,4621.775,1923.442,-0.0468,-0.0032,-0.0077,11.5995,9.611,95.8334,-74.623,,True,Q2_FS.xlsx
VRANDA,2566,Q3,False,328.523,177.091,-20.352,44.533,17.729,221.45,4701.844,1903.09,-0.062,-0.0044,-0.0106,11.422,9.4283,105.601,-84.7506,,True,Q3_FS.xlsx
VRANDA,2566,Q4,False,375.9069,189.7555,-112.7177,55.106,17.4014,280.5517,4803.4835,1787.9047,-0.2999,-0.0237,-0.0611,12.1929,8.5162,121.6939,-100.9848,,,
VRANDA,2567,Q1,False,420.897,189.69,36.301,49.507,14.345,300.211,4873.268,1824.206,0.0862,0.0075,0.0201,11.1846,7.5311,137.7739,-119.0582,,True,Q1_FS.xlsx
VRANDA,2567,Q2,False,348.916,174.55,0.667,52.801,13.825,323.586,5061.003,1824.873,0.0019,0.0001,0.0004,13.3414,7.3431,162.6053,-141.9209,,True,Q2_FS.xlsx
VRANDA,2567,Q3,False,389.591,178.731,5.086,38.157,13.835,331.171,5255.116,1829.959,0.0131,0.001,0.0028,10.7396,7.1189,168.5148,-150.6563,,True,Q3_FS.xlsx
VRANDA,2567,Q4,False,378.0287,196.7738,9.1337,55.4272,16.8507,440.9111,5614.7583,1839.0923,0.0242,0.0017,0.005,11.3877,7.1734,180.4904,-161.9293,,,
VRANDA,2568,Q1,False,427.929,218.02,42.867,57.227,15.662,363.318,5699.147,1881.959,0.1002,0.0076,0.023,11.8464,6.7108,165.9953,-147.4381,,True,Q1_FS.xlsx
VRANDA,2568,Q2,False,314.521,199.239,11.881,34.675,15.557,269.551,5664.051,1853.88,0.0378,0.0021,0.0064,13.295,7.1295,144.5276,-124.1032,,True,Q2_FS.xlsx
VRANDA,2568,Q3,False,362.011,211.94,1.842,50.23,15.963,245.158,5766.065,1855.722,0.0051,0.0003,0.001,10.7887,6.8412,111.7138,-94.0839,,True,Q3_FS.xlsx
VRANDA,2568,Q4,False,472.7198,237.0251,44.1944,52.9387,20.3805,238.7387,5770.1542,1894.2679,0.0935,0.0077,0.0236,10.0393,7.0533,93.9109,-76.8184,,,
